0->,Freq:400MHz,,dBm:10,,Reading:9.4388dB,,LowLimit:0,,HighLimit:0.8789,,CableLoss:0.3358,,Result:Pass,,TestTime:3328ms
1->,Freq:450MHz,,dBm:10,,Reading:9.4500dB,,LowLimit:0,,HighLimit:0.8789,,CableLoss:0.2708,,Result:Pass,,TestTime:3325ms
2->,Freq:500MHz,,dBm:10,,Reading:9.4011dB,,LowLimit:0,,HighLimit:0.8789,,CableLoss:0.3796,,Result:Pass,,TestTime:3329ms
3->,Freq:550MHz,,dBm:10,,Reading:9.3722dB,,LowLimit:0,,HighLimit:0.9784,,CableLoss:0.3882,,Result:Pass,,TestTime:3360ms
4->,Freq:600MHz,,dBm:10,,Reading:9.3780dB,,LowLimit:0,,HighLimit:0.9784,,CableLoss:0.3822,,Result:Pass,,TestTime:3339ms
5->,Freq:650MHz,,dBm:10,,Reading:9.2480dB,,LowLimit:0,,HighLimit:0.9784,,CableLoss:0.4724,,Result:Pass,,TestTime:3332ms
6->,Freq:700MHz,,dBm:10,,Reading:9.3139dB,,LowLimit:0,,HighLimit:0.9784,,CableLoss:0.4464,,Result:Pass,,TestTime:3326ms
7->,Freq:750MHz,,dBm:10,,Reading:9.3358dB,,LowLimit:0,,HighLimit:0.9784,,CableLoss:0.4346,,Result:Pass,,TestTime:3311ms
8->,Freq:800MHz,,dBm:10,,Reading:9.2770dB,,LowLimit:0,,HighLimit:0.9784,,CableLoss:0.4332,,Result:Pass,,TestTime:3304ms
9->,Freq:850MHz,,dBm:10,,Reading:9.2609dB,,LowLimit:0,,HighLimit:0.9784,,CableLoss:0.5294,,Result:Pass,,TestTime:3328ms
10->,Freq:900MHz,,dBm:10,,Reading:9.2850dB,,LowLimit:0,,HighLimit:0.9784,,CableLoss:0.4453,,Result:Pass,,TestTime:3321ms
11->,Freq:950MHz,,dBm:10,,Reading:9.1914dB,,LowLimit:0,,HighLimit:0.9784,,CableLoss:0.5988,,Result:Pass,,TestTime:3358ms
