0->,Freq:100MHz,,dBm:10,,Reading:3.9835dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9109,,Result:Pass,,TestTime:3432ms
1->,Freq:150MHz,,dBm:10,,Reading:3.9494dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9414,,Result:Pass,,TestTime:3357ms
2->,Freq:200MHz,,dBm:10,,Reading:3.9190dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9314,,Result:Pass,,TestTime:3356ms
3->,Freq:250MHz,,dBm:10,,Reading:3.9185dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9217,,Result:Pass,,TestTime:3404ms
4->,Freq:300MHz,,dBm:10,,Reading:3.8767dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9334,,Result:Pass,,TestTime:3324ms
5->,Freq:350MHz,,dBm:10,,Reading:3.8635dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.8972,,Result:Pass,,TestTime:3346ms
6->,Freq:400MHz,,dBm:10,,Reading:3.8458dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9545,,Result:Pass,,TestTime:3329ms
7->,Freq:450MHz,,dBm:10,,Reading:3.8495dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.8907,,Result:Pass,,TestTime:3345ms
8->,Freq:500MHz,,dBm:10,,Reading:3.8596dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9304,,Result:Pass,,TestTime:3371ms
9->,Freq:550MHz,,dBm:10,,Reading:3.8558dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9241,,Result:Pass,,TestTime:3332ms
10->,Freq:600MHz,,dBm:10,,Reading:3.8362dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9342,,Result:Pass,,TestTime:3330ms
11->,Freq:650MHz,,dBm:10,,Reading:3.8254dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9045,,Result:Pass,,TestTime:3336ms
12->,Freq:700MHz,,dBm:10,,Reading:3.8334dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9368,,Result:Pass,,TestTime:3323ms
13->,Freq:750MHz,,dBm:10,,Reading:3.8287dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9514,,Result:Pass,,TestTime:3334ms
14->,Freq:800MHz,,dBm:10,,Reading:3.8101dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9100,,Result:Pass,,TestTime:3306ms
15->,Freq:850MHz,,dBm:10,,Reading:3.8121dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9879,,Result:Pass,,TestTime:3313ms
16->,Freq:900MHz,,dBm:10,,Reading:3.8048dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9251,,Result:Pass,,TestTime:3340ms
17->,Freq:950MHz,,dBm:10,,Reading:3.8313dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9585,,Result:Pass,,TestTime:3324ms
18->,Freq:1000MHz,,dBm:10,,Reading:3.8144dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9358,,Result:Pass,,TestTime:3329ms
19->,Freq:1050MHz,,dBm:10,,Reading:3.8362dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9638,,Result:Pass,,TestTime:3326ms
20->,Freq:1100MHz,,dBm:10,,Reading:3.7835dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9262,,Result:Pass,,TestTime:3304ms
21->,Freq:1150MHz,,dBm:10,,Reading:3.8205dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9391,,Result:Pass,,TestTime:3331ms
22->,Freq:1200MHz,,dBm:10,,Reading:3.8056dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9446,,Result:Pass,,TestTime:3333ms
23->,Freq:1250MHz,,dBm:10,,Reading:3.7491dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9311,,Result:Pass,,TestTime:3333ms
24->,Freq:1300MHz,,dBm:10,,Reading:3.7491dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9712,,Result:Pass,,TestTime:3334ms
25->,Freq:1350MHz,,dBm:10,,Reading:3.7210dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.8795,,Result:Pass,,TestTime:3334ms
26->,Freq:1400MHz,,dBm:10,,Reading:3.7326dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9675,,Result:Pass,,TestTime:3326ms
27->,Freq:1450MHz,,dBm:10,,Reading:3.6993dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9106,,Result:Pass,,TestTime:3331ms
28->,Freq:1500MHz,,dBm:10,,Reading:3.7045dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9055,,Result:Pass,,TestTime:3337ms
29->,Freq:1550MHz,,dBm:10,,Reading:3.7246dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9550,,Result:Pass,,TestTime:3332ms
30->,Freq:1600MHz,,dBm:10,,Reading:3.7329dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9371,,Result:Pass,,TestTime:3340ms
31->,Freq:1650MHz,,dBm:10,,Reading:3.7153dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9442,,Result:Pass,,TestTime:3328ms
32->,Freq:1700MHz,,dBm:10,,Reading:3.7114dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.9083,,Result:Pass,,TestTime:3320ms
33->,Freq:1750MHz,,dBm:10,,Reading:3.6438dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:6.0064,,Result:Pass,,TestTime:3347ms
34->,Freq:1800MHz,,dBm:10,,Reading:3.6422dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:5.8582,,Result:Pass,,TestTime:3320ms
35->,Freq:1850MHz,,dBm:10,,Reading:3.5460dB,,LowLimit:5.7,,HighLimit:6.3,,CableLoss:6.0040,,Result:Pass,,TestTime:3325ms
