0->,Freq:100MHz,,dBm:10,,Reading:9.8170dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.0675,,Result:Pass,,TestTime:3337ms
1->,Freq:150MHz,,dBm:10,,Reading:9.7875dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.0835,,Result:Pass,,TestTime:3316ms
2->,Freq:200MHz,,dBm:10,,Reading:9.7621dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.0685,,Result:Pass,,TestTime:3321ms
3->,Freq:250MHz,,dBm:10,,Reading:9.6659dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.1648,,Result:Pass,,TestTime:3324ms
4->,Freq:300MHz,,dBm:10,,Reading:9.6912dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.1089,,Result:Pass,,TestTime:3307ms
5->,Freq:350MHz,,dBm:10,,Reading:9.5410dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2093,,Result:Pass,,TestTime:3338ms
6->,Freq:400MHz,,dBm:10,,Reading:9.6375dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.1326,,Result:Pass,,TestTime:3332ms
7->,Freq:450MHz,,dBm:10,,Reading:9.5648dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.1555,,Result:Pass,,TestTime:3336ms
8->,Freq:500MHz,,dBm:10,,Reading:9.6071dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.1733,,Result:Pass,,TestTime:3339ms
9->,Freq:550MHz,,dBm:10,,Reading:9.6113dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.1489,,Result:Pass,,TestTime:3339ms
10->,Freq:600MHz,,dBm:10,,Reading:9.5693dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.1909,,Result:Pass,,TestTime:3322ms
11->,Freq:650MHz,,dBm:10,,Reading:9.5101dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2099,,Result:Pass,,TestTime:3319ms
12->,Freq:700MHz,,dBm:10,,Reading:9.4846dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2758,,Result:Pass,,TestTime:3312ms
13->,Freq:750MHz,,dBm:10,,Reading:9.4711dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2991,,Result:Pass,,TestTime:3308ms
14->,Freq:800MHz,,dBm:10,,Reading:9.4738dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2364,,Result:Pass,,TestTime:3334ms
15->,Freq:850MHz,,dBm:10,,Reading:9.5538dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2367,,Result:Pass,,TestTime:3333ms
16->,Freq:900MHz,,dBm:10,,Reading:9.4868dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2433,,Result:Pass,,TestTime:3319ms
17->,Freq:950MHz,,dBm:10,,Reading:9.5826dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2078,,Result:Pass,,TestTime:3326ms
18->,Freq:1000MHz,,dBm:10,,Reading:9.4937dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2463,,Result:Pass,,TestTime:3336ms
19->,Freq:1050MHz,,dBm:10,,Reading:9.4619dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3381,,Result:Pass,,TestTime:3340ms
20->,Freq:1100MHz,,dBm:10,,Reading:9.5107dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.1891,,Result:Pass,,TestTime:3333ms
21->,Freq:1150MHz,,dBm:10,,Reading:9.4227dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3272,,Result:Pass,,TestTime:3309ms
22->,Freq:1200MHz,,dBm:10,,Reading:9.5414dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2186,,Result:Pass,,TestTime:3322ms
23->,Freq:1250MHz,,dBm:10,,Reading:9.4037dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2763,,Result:Pass,,TestTime:3326ms
24->,Freq:1300MHz,,dBm:10,,Reading:9.4748dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2553,,Result:Pass,,TestTime:3340ms
25->,Freq:1350MHz,,dBm:10,,Reading:9.4027dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2175,,Result:Pass,,TestTime:3319ms
26->,Freq:1400MHz,,dBm:10,,Reading:9.4331dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2670,,Result:Pass,,TestTime:3313ms
27->,Freq:1450MHz,,dBm:10,,Reading:9.3685dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2513,,Result:Pass,,TestTime:3352ms
28->,Freq:1500MHz,,dBm:10,,Reading:9.3923dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2377,,Result:Pass,,TestTime:3300ms
29->,Freq:1550MHz,,dBm:10,,Reading:9.3804dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2999,,Result:Pass,,TestTime:3315ms
30->,Freq:1600MHz,,dBm:10,,Reading:9.3913dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2787,,Result:Pass,,TestTime:3334ms
31->,Freq:1650MHz,,dBm:10,,Reading:9.3711dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2891,,Result:Pass,,TestTime:3323ms
32->,Freq:1700MHz,,dBm:10,,Reading:9.3750dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2450,,Result:Pass,,TestTime:3329ms
33->,Freq:1750MHz,,dBm:10,,Reading:9.2749dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3853,,Result:Pass,,TestTime:3320ms
34->,Freq:1800MHz,,dBm:10,,Reading:9.2472dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2728,,Result:Pass,,TestTime:3333ms
35->,Freq:1850MHz,,dBm:10,,Reading:9.1884dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3716,,Result:Pass,,TestTime:3336ms
36->,Freq:1900MHz,,dBm:10,,Reading:9.1631dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3370,,Result:Pass,,TestTime:3332ms
37->,Freq:1950MHz,,dBm:10,,Reading:9.2258dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3042,,Result:Pass,,TestTime:3334ms
38->,Freq:2000MHz,,dBm:10,,Reading:9.3281dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3018,,Result:Pass,,TestTime:3543ms
39->,Freq:2050MHz,,dBm:10,,Reading:9.2791dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3409,,Result:Pass,,TestTime:3327ms
40->,Freq:2100MHz,,dBm:10,,Reading:9.1816dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3784,,Result:Pass,,TestTime:3328ms
41->,Freq:2150MHz,,dBm:10,,Reading:9.2789dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2813,,Result:Pass,,TestTime:3529ms
42->,Freq:2200MHz,,dBm:10,,Reading:8.9384dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.5522,,Result:Pass,,TestTime:3344ms
43->,Freq:2250MHz,,dBm:10,,Reading:9.2233dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.1967,,Result:Pass,,TestTime:3364ms
44->,Freq:2300MHz,,dBm:10,,Reading:9.0783dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.4919,,Result:Pass,,TestTime:3319ms
45->,Freq:2350MHz,,dBm:10,,Reading:9.2271dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.2829,,Result:Pass,,TestTime:3314ms
46->,Freq:2400MHz,,dBm:10,,Reading:9.1947dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3353,,Result:Pass,,TestTime:3306ms
47->,Freq:2450MHz,,dBm:10,,Reading:9.1254dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.4047,,Result:Pass,,TestTime:3326ms
48->,Freq:2500MHz,,dBm:10,,Reading:9.1479dB,,LowLimit:0,,HighLimit:0.88,,CableLoss:0.3319,,Result:Pass,,TestTime:3328ms
